machine_id,status,temperature,vibration,rpm,timestamp,cumulative_hours,daily_hours
9,running,186.3,0.9,1360,2025-04-30 21:06:31,701.28,0.0
10,running,212.55,0.45,295,2025-04-30 21:06:31,692.73,0.0
1,running,214.3,0.9,69,2025-04-30 21:06:41,748.62,0.01
2,running,253.01,0.9,407,2025-04-30 21:06:41,729.9,0.01
3,running,171.63,0.84,0,2025-04-30 21:06:41,745.35,0.01
4,running,300,0.9,1801,2025-04-30 21:06:41,779.31,0.01
5,idle,60.0,0.2,0,2025-04-30 21:06:41,689.76,0.0
6,running,207.02,0.9,157,2025-04-30 21:06:41,766.82,0.01
7,idle,60.0,0.2,0,2025-04-30 21:06:41,676.18,0.28
8,running,98.76,0.9,1878,2025-04-30 21:06:41,672.21,0.01
9,running,279.44,0.87,1696,2025-04-30 21:06:41,701.29,0.01
10,running,244.0,0.72,0,2025-04-30 21:06:41,692.74,0.01
1,running,256.08,0.9,0,2025-04-30 21:06:51,748.62,0.01
2,idle,60.0,0.2,0,2025-04-30 21:06:51,729.9,0.01
3,error,60.0,0.2,0,2025-04-30 21:06:51,745.35,0.01
4,running,300,0.9,1087,2025-04-30 21:06:51,779.31,0.01
5,running,104.01,0.48,856,2025-04-30 21:06:51,689.77,0.01
6,running,291.37,0.9,881,2025-04-30 21:06:51,766.82,0.01
7,running,68.85,0.4,721,2025-04-30 21:06:51,676.18,0.0
8,running,145.8,0.9,1469,2025-04-30 21:06:51,672.21,0.01
9,error,60.0,0.2,0,2025-04-30 21:06:51,701.29,0.01
10,running,201.72,0.9,895,2025-04-30 21:06:51,692.74,0.01
1,running,210.59,0.9,221,2025-04-30 21:07:01,748.62,0.01
2,idle,60.0,0.2,0,2025-04-30 21:07:01,729.9,0.01
3,idle,60.0,0.2,0,2025-04-30 21:07:01,745.35,0.01
4,running,300,0.9,881,2025-04-30 21:07:01,779.31,0.01
5,idle,60.0,0.2,0,2025-04-30 21:07:01,689.77,0.01
6,idle,60.0,0.2,0,2025-04-30 21:07:01,766.82,0.01
7,running,137.37,0.47,1703,2025-04-30 21:07:01,676.19,0.01
8,running,225.4,0.9,932,2025-04-30 21:07:01,672.21,0.01
9,running,92.91,0.24,0,2025-04-30 21:07:01,701.29,0.01
10,running,217.62,0.9,256,2025-04-30 21:07:01,692.74,0.01
1,running,270.14,0.9,747,2025-04-30 21:07:11,748.62,0.01
2,running,60,0.48,670,2025-04-30 21:07:11,729.9,0.01
3,running,134.78,0.68,263,2025-04-30 21:07:11,745.35,0.01
4,error,60.0,0.2,0,2025-04-30 21:07:11,779.31,0.01
5,running,131.09,0.54,0,2025-04-30 21:07:11,689.77,0.01
6,idle,60.0,0.2,0,2025-04-30 21:07:11,766.82,0.01
7,running,135.95,0.9,787,2025-04-30 21:07:11,676.19,0.01
8,idle,60.0,0.2,0,2025-04-30 21:07:11,672.21,0.01
9,running,66.18,0.48,0,2025-04-30 21:07:11,701.29,0.01
10,running,274.09,0.9,545,2025-04-30 21:07:11,692.74,0.01
1,running,260.49,0.9,1442,2025-04-30 21:07:21,748.63,0.02
2,running,145.35,0.45,1660,2025-04-30 21:07:21,729.9,0.01
3,running,126.31,0.9,0,2025-04-30 21:07:21,745.35,0.01
4,error,60.0,0.2,0,2025-04-30 21:07:21,779.31,0.01
5,running,229.66,0.5,695,2025-04-30 21:07:21,689.77,0.01
6,running,60,0.39,0,2025-04-30 21:07:21,766.82,0.01
7,running,204.46,0.9,183,2025-04-30 21:07:21,676.19,0.01
8,running,60,0.39,0,2025-04-30 21:07:21,672.21,0.01
9,running,60,0.66,0,2025-04-30 21:07:21,701.29,0.01
10,running,300,0.9,31,2025-04-30 21:07:21,692.75,0.02
1,running,295.03,0.9,1581,2025-04-30 21:07:31,748.63,0.02
2,running,208.05,0.87,2194,2025-04-30 21:07:31,729.9,0.01
3,idle,60.0,0.2,0,2025-04-30 21:07:31,745.35,0.01
4,running,60,0.22,118,2025-04-30 21:07:31,779.31,0.01
5,error,60.0,0.2,0,2025-04-30 21:07:31,689.77,0.01
6,running,135.07,0.8,0,2025-04-30 21:07:31,766.82,0.01
7,idle,60.0,0.2,0,2025-04-30 21:07:31,676.19,0.01
8,idle,60.0,0.2,0,2025-04-30 21:07:31,672.21,0.01
9,running,94.29,0.88,0,2025-04-30 21:07:31,701.3,0.02
10,running,300,0.9,855,2025-04-30 21:07:31,692.75,0.02
1,idle,60.0,0.2,0,2025-04-30 21:07:41,748.63,0.02
2,running,187.17,0.9,2131,2025-04-30 21:07:41,729.91,0.02
3,running,95.37,0.69,321,2025-04-30 21:07:41,745.35,0.01
4,idle,60.0,0.2,0,2025-04-30 21:07:41,779.31,0.01
5,running,60,0.41,0,2025-04-30 21:07:41,689.77,0.01
6,idle,60.0,0.2,0,2025-04-30 21:07:41,766.82,0.01
7,running,98.95,0.67,297,2025-04-30 21:07:41,676.19,0.01
8,running,108.46,0.39,987,2025-04-30 21:07:41,672.22,0.02
9,running,137.53,0.9,458,2025-04-30 21:07:41,701.3,0.02
10,running,260.03,0.9,633,2025-04-30 21:07:41,692.75,0.02
1,running,60,0.58,955,2025-04-30 21:07:51,748.63,0.02
2,running,147.71,0.9,2902,2025-04-30 21:07:51,729.91,0.02
3,running,132.62,0.69,93,2025-04-30 21:07:51,745.36,0.02
4,running,125.87,0.18,0,2025-04-30 21:07:51,779.32,0.02
5,running,141.71,0.82,0,2025-04-30 21:07:51,689.78,0.02
6,running,133.67,0.34,0,2025-04-30 21:07:51,766.83,0.02
7,running,172.82,0.84,0,2025-04-30 21:07:51,676.2,0.02
8,running,105.45,0.82,1511,2025-04-30 21:07:51,672.22,0.02
9,running,145.23,0.9,0,2025-04-30 21:07:51,701.3,0.02
10,running,295.57,0.9,0,2025-04-30 21:07:51,692.75,0.03
1,running,60,0.9,1950,2025-04-30 21:08:01,748.63,0.03
2,idle,60.0,0.2,0,2025-04-30 21:08:01,729.91,0.02
3,running,196.68,0.66,222,2025-04-30 21:08:01,745.36,0.02
4,running,92.66,0.66,0,2025-04-30 21:08:01,779.32,0.02
5,running,229.51,0.9,188,2025-04-30 21:08:01,689.78,0.02
6,running,210.55,0.61,447,2025-04-30 21:08:01,766.83,0.02
7,running,251.74,0.9,0,2025-04-30 21:08:01,676.2,0.02
8,running,160.61,0.88,1595,2025-04-30 21:08:01,672.22,0.02
9,running,235.48,0.9,810,2025-04-30 21:08:01,701.3,0.03
10,idle,60.0,0.2,0,2025-04-30 21:08:01,692.75,0.03
1,running,60,0.9,2379,2025-04-30 21:08:11,748.64,0.03
2,idle,60.0,0.2,0,2025-04-30 21:08:11,729.91,0.02
3,running,288.14,0.9,21,2025-04-30 21:08:11,745.36,0.02
4,running,105.16,0.9,0,2025-04-30 21:08:11,779.32,0.02
5,running,268.4,0.9,353,2025-04-30 21:08:11,689.78,0.02
6,running,173.89,0.9,1016,2025-04-30 21:08:11,766.83,0.02
7,running,300,0.9,0,2025-04-30 21:08:11,676.2,0.02
8,running,149.09,0.86,917,2025-04-30 21:08:11,672.22,0.03
9,running,243.34,0.9,0,2025-04-30 21:08:11,701.31,0.03
10,running,74.49,0.23,0,2025-04-30 21:08:11,692.76,0.03
1,running,126.87,0.9,2176,2025-04-30 21:08:21,748.64,0.03
2,running,63.06,0.29,0,2025-04-30 21:08:21,729.91,0.02
3,running,300,0.9,696,2025-04-30 21:08:21,745.36,0.03
4,running,140.65,0.9,487,2025-04-30 21:08:21,779.32,0.03
5,idle,60.0,0.2,0,2025-04-30 21:08:21,689.78,0.02
6,running,195.82,0.9,1102,2025-04-30 21:08:21,766.83,0.03
7,running,300,0.9,493,2025-04-30 21:08:21,676.2,0.03
8,idle,60.0,0.2,0,2025-04-30 21:08:21,672.22,0.03
9,running,233.5,0.89,0,2025-04-30 21:08:21,701.31,0.03
10,running,81.98,0.71,0,2025-04-30 21:08:21,692.76,0.03
1,running,126.42,0.9,1842,2025-04-30 21:08:31,748.64,0.03
2,running,96.33,0.34,0,2025-04-30 21:08:31,729.91,0.03
3,running,284.6,0.9,251,2025-04-30 21:08:31,745.37,0.03
4,running,113.45,0.9,703,2025-04-30 21:08:31,779.33,0.03
5,running,97.23,0.68,0,2025-04-30 21:08:31,689.78,0.03
6,running,276.97,0.9,272,2025-04-30 21:08:31,766.84,0.03
7,running,289.7,0.9,1420,2025-04-30 21:08:31,676.21,0.03
8,running,150.42,0.5,0,2025-04-30 21:08:31,672.23,0.03
9,idle,60.0,0.2,0,2025-04-30 21:08:31,701.31,0.03
10,running,170.98,0.7,0,2025-04-30 21:08:31,692.76,0.03
1,running,137.9,0.9,2478,2025-04-30 21:08:41,748.65,0.04
2,running,174.02,0.63,258,2025-04-30 21:08:41,729.92,0.03
3,running,239.5,0.9,834,2025-04-30 21:08:41,745.37,0.03
4,running,194.43,0.9,258,2025-04-30 21:08:41,779.33,0.03
5,error,60.0,0.2,0,2025-04-30 21:08:41,689.78,0.03
6,running,269.85,0.9,0,2025-04-30 21:08:41,766.84,0.03
7,running,300,0.9,1279,2025-04-30 21:08:41,676.21,0.03
8,running,103.16,0.81,861,2025-04-30 21:08:41,672.23,0.03
9,idle,60.0,0.2,0,2025-04-30 21:08:41,701.31,0.03
10,idle,60.0,0.2,0,2025-04-30 21:08:41,692.76,0.03
1,running,90.21,0.9,2332,2025-04-30 21:08:51,748.65,0.04
2,running,255.53,0.9,703,2025-04-30 21:08:51,729.92,0.03
3,idle,60.0,0.2,0,2025-04-30 21:08:51,745.37,0.03
4,running,157.45,0.9,1131,2025-04-30 21:08:51,779.33,0.03
5,running,129.83,0.65,308,2025-04-30 21:08:51,689.79,0.03
6,idle,60.0,0.2,0,2025-04-30 21:08:51,766.84,0.03
7,idle,60.0,0.2,0,2025-04-30 21:08:51,676.21,0.03
8,running,87.04,0.9,334,2025-04-30 21:08:51,672.23,0.03
9,running,60,0.39,651,2025-04-30 21:08:51,701.31,0.03
10,running,116.08,0.25,201,2025-04-30 21:08:51,692.77,0.04
1,idle,60.0,0.2,0,2025-04-30 21:09:01,748.65,0.04
2,running,207.05,0.9,279,2025-04-30 21:09:01,729.92,0.03
3,running,71.09,0.68,0,2025-04-30 21:09:01,745.37,0.03
4,running,227.46,0.9,141,2025-04-30 21:09:01,779.34,0.04
5,running,108.0,0.89,727,2025-04-30 21:09:01,689.79,0.03
6,running,60,0.2,0,2025-04-30 21:09:01,766.84,0.03
7,running,122.23,0.17,0,2025-04-30 21:09:01,676.21,0.03
8,running,78.16,0.9,0,2025-04-30 21:09:01,672.24,0.04
9,running,94.78,0.72,367,2025-04-30 21:09:01,701.32,0.04
10,running,86.67,0.31,0,2025-04-30 21:09:01,692.77,0.04
1,running,92.17,0.5,0,2025-04-30 21:09:11,748.65,0.04
2,running,188.41,0.9,700,2025-04-30 21:09:11,729.93,0.04
3,running,82.97,0.72,0,2025-04-30 21:09:11,745.38,0.04
4,running,187.05,0.9,339,2025-04-30 21:09:11,779.34,0.04
5,running,183.69,0.9,0,2025-04-30 21:09:11,689.79,0.03
6,idle,60.0,0.2,0,2025-04-30 21:09:11,766.84,0.03
7,running,75.26,0.21,0,2025-04-30 21:09:11,676.22,0.04
8,running,119.51,0.9,0,2025-04-30 21:09:11,672.24,0.04
9,idle,60.0,0.2,0,2025-04-30 21:09:11,701.32,0.04
10,error,60.0,0.2,0,2025-04-30 21:09:11,692.77,0.04
1,idle,60.0,0.2,0,2025-04-30 21:09:21,748.65,0.04
2,running,157.87,0.88,236,2025-04-30 21:09:21,729.93,0.04
3,idle,60.0,0.2,0,2025-04-30 21:09:21,745.38,0.04
4,running,216.65,0.85,863,2025-04-30 21:09:21,779.34,0.04
5,running,141.27,0.87,291,2025-04-30 21:09:21,689.8,0.04
6,running,100.37,0.61,0,2025-04-30 21:09:21,766.85,0.04
7,running,142.31,0.65,0,2025-04-30 21:09:21,676.22,0.04
8,idle,60.0,0.2,0,2025-04-30 21:09:21,672.24,0.04
9,running,98.72,0.29,0,2025-04-30 21:09:21,701.32,0.04
10,running,60,0.26,55,2025-04-30 21:09:21,692.77,0.04
1,error,60.0,0.2,0,2025-04-30 21:09:31,748.65,0.04
2,running,186.63,0.89,292,2025-04-30 21:09:31,729.93,0.04
3,running,93.21,0.4,755,2025-04-30 21:09:31,745.38,0.04
4,idle,60.0,0.2,0,2025-04-30 21:09:31,779.34,0.04
5,running,208.28,0.88,0,2025-04-30 21:09:31,689.8,0.04
6,idle,60.0,0.2,0,2025-04-30 21:09:31,766.85,0.04
7,idle,60.0,0.2,0,2025-04-30 21:09:31,676.22,0.04
8,running,60.21,0.53,430,2025-04-30 21:09:31,672.24,0.04
9,running,194.27,0.4,38,2025-04-30 21:09:31,701.32,0.04
10,running,133.43,0.46,572,2025-04-30 21:09:31,692.77,0.04
1,running,115.5,0.46,0,2025-04-30 21:09:41,748.65,0.04
2,running,217.41,0.9,197,2025-04-30 21:09:41,729.93,0.04
3,running,60,0.64,576,2025-04-30 21:09:41,745.38,0.04
4,running,115.03,0.57,0,2025-04-30 21:09:41,779.34,0.04
5,idle,60.0,0.2,0,2025-04-30 21:09:41,689.8,0.04
6,running,60,0.22,0,2025-04-30 21:09:41,766.85,0.04
7,running,60,0.44,181,2025-04-30 21:09:41,676.22,0.04
8,idle,60.0,0.2,0,2025-04-30 21:09:41,672.24,0.04
9,running,176.41,0.55,240,2025-04-30 21:09:41,701.32,0.04
10,running,138.83,0.9,334,2025-04-30 21:09:41,692.78,0.05
1,idle,60.0,0.2,0,2025-04-30 21:09:51,748.65,0.04
2,running,296.26,0.9,1194,2025-04-30 21:09:51,729.94,0.05
3,running,97.5,0.9,1307,2025-04-30 21:09:51,745.38,0.04
4,running,214.49,0.65,892,2025-04-30 21:09:51,779.35,0.05
5,running,147.44,0.58,483,2025-04-30 21:09:51,689.8,0.04
6,running,88.33,0.5,0,2025-04-30 21:09:51,766.85,0.04
7,running,116.67,0.69,787,2025-04-30 21:09:51,676.22,0.04
8,idle,60.0,0.2,0,2025-04-30 21:09:51,672.24,0.04
9,running,164.11,0.8,170,2025-04-30 21:09:51,701.33,0.05
10,idle,60.0,0.2,0,2025-04-30 21:09:51,692.78,0.05
1,running,60,0.55,0,2025-04-30 21:10:01,748.66,0.05
2,idle,60.0,0.2,0,2025-04-30 21:10:01,729.94,0.05
3,running,78.55,0.9,326,2025-04-30 21:10:01,745.39,0.05
4,running,210.98,0.9,697,2025-04-30 21:10:01,779.35,0.05
5,running,241.17,0.9,955,2025-04-30 21:10:01,689.8,0.04
6,idle,60.0,0.2,0,2025-04-30 21:10:01,766.85,0.04
7,idle,60.0,0.2,0,2025-04-30 21:10:01,676.22,0.04
8,running,97.74,0.26,320,2025-04-30 21:10:01,672.24,0.04
9,running,187.67,0.9,0,2025-04-30 21:10:01,701.33,0.05
10,running,90.42,0.42,957,2025-04-30 21:10:01,692.78,0.05
1,running,61.04,0.85,202,2025-04-30 21:10:11,748.66,0.05
2,running,60,0.52,0,2025-04-30 21:10:11,729.94,0.05
3,running,79.88,0.9,414,2025-04-30 21:10:11,745.39,0.05
4,running,183.12,0.9,689,2025-04-30 21:10:11,779.35,0.05
5,idle,60.0,0.2,0,2025-04-30 21:10:11,689.8,0.04
6,running,61.87,0.66,86,2025-04-30 21:10:11,766.85,0.04
7,running,136.55,0.21,0,2025-04-30 21:10:11,676.23,0.05
8,idle,60.0,0.2,0,2025-04-30 21:10:11,672.24,0.04
9,running,245.64,0.9,0,2025-04-30 21:10:11,701.33,0.05
10,running,165.72,0.51,1439,2025-04-30 21:10:11,692.78,0.05
1,running,60,0.9,0,2025-04-30 21:10:21,748.66,0.05
2,running,113.51,0.83,0,2025-04-30 21:10:21,729.94,0.05
3,running,166.48,0.9,683,2025-04-30 21:10:21,745.39,0.05
4,running,276.05,0.9,669,2025-04-30 21:10:21,779.36,0.06
5,running,129.23,0.4,624,2025-04-30 21:10:21,689.81,0.05
6,running,60,0.67,905,2025-04-30 21:10:21,766.86,0.05
7,running,198.5,0.6,0,2025-04-30 21:10:21,676.23,0.05
8,running,156.74,0.32,0,2025-04-30 21:10:21,672.25,0.05
9,running,277.29,0.9,0,2025-04-30 21:10:21,701.34,0.06
10,idle,60.0,0.2,0,2025-04-30 21:10:21,692.78,0.05
1,running,90.73,0.86,866,2025-04-30 21:10:31,748.67,0.06
2,running,81.95,0.9,0,2025-04-30 21:10:31,729.95,0.06
3,running,251.45,0.9,0,2025-04-30 21:10:31,745.4,0.06
4,running,250.76,0.9,712,2025-04-30 21:10:31,779.36,0.06
5,error,60.0,0.2,0,2025-04-30 21:10:31,689.81,0.05
6,running,60,0.9,1664,2025-04-30 21:10:31,766.86,0.05
7,error,60.0,0.2,0,2025-04-30 21:10:31,676.23,0.05
8,running,152.26,0.48,752,2025-04-30 21:10:31,672.25,0.05
9,error,60.0,0.2,0,2025-04-30 21:10:31,701.34,0.06
10,idle,60.0,0.2,0,2025-04-30 21:10:31,692.78,0.05
1,running,98.11,0.9,0,2025-04-30 21:10:41,748.67,0.06
2,running,60,0.9,649,2025-04-30 21:10:41,729.95,0.06
3,running,300,0.9,0,2025-04-30 21:10:41,745.4,0.06
4,running,300,0.9,96,2025-04-30 21:10:41,779.36,0.06
5,running,60,0.29,213,2025-04-30 21:10:41,689.81,0.05
6,running,60,0.9,1539,2025-04-30 21:10:41,766.86,0.05
7,running,60,0.34,592,2025-04-30 21:10:41,676.23,0.05
8,running,176.09,0.67,490,2025-04-30 21:10:41,672.25,0.05
9,running,137.26,0.34,74,2025-04-30 21:10:41,701.34,0.06
10,running,159.82,0.41,0,2025-04-30 21:10:41,692.79,0.06
1,running,124.38,0.9,0,2025-04-30 21:10:51,748.67,0.06
2,running,142.78,0.9,709,2025-04-30 21:10:51,729.95,0.06
3,running,300,0.9,388,2025-04-30 21:10:51,745.4,0.06
4,running,300,0.9,661,2025-04-30 21:10:51,779.36,0.06
5,running,112.5,0.79,675,2025-04-30 21:10:51,689.81,0.05
6,running,60,0.9,1536,2025-04-30 21:10:51,766.87,0.06
7,running,137.29,0.33,1355,2025-04-30 21:10:51,676.24,0.06
8,running,262.56,0.9,1114,2025-04-30 21:10:51,672.26,0.06
9,idle,60.0,0.2,0,2025-04-30 21:10:51,701.34,0.06
10,running,189.8,0.68,231,2025-04-30 21:10:51,692.79,0.06
1,running,176.71,0.9,872,2025-04-30 21:11:01,748.67,0.06
2,idle,60.0,0.2,0,2025-04-30 21:11:01,729.95,0.06
3,idle,60.0,0.2,0,2025-04-30 21:11:01,745.4,0.06
4,running,264.42,0.9,0,2025-04-30 21:11:01,779.37,0.07
5,running,82.94,0.9,0,2025-04-30 21:11:01,689.82,0.06
6,running,114.97,0.9,2452,2025-04-30 21:11:01,766.87,0.06
7,running,190.57,0.69,706,2025-04-30 21:11:01,676.24,0.06
8,running,298.95,0.89,1094,2025-04-30 21:11:01,672.26,0.06
9,running,107.0,0.25,0,2025-04-30 21:11:01,701.34,0.06
10,running,218.49,0.69,0,2025-04-30 21:11:01,692.79,0.06
1,running,225.65,0.9,444,2025-04-30 21:11:11,748.68,0.07
2,running,131.04,0.4,0,2025-04-30 21:11:11,729.95,0.06
3,running,87.03,0.6,0,2025-04-30 21:11:11,745.4,0.06
4,running,300,0.9,0,2025-04-30 21:11:11,779.37,0.07
5,idle,60.0,0.2,0,2025-04-30 21:11:11,689.82,0.06
6,running,180.05,0.9,1601,2025-04-30 21:11:11,766.87,0.06
7,idle,60.0,0.2,0,2025-04-30 21:11:11,676.24,0.06
8,running,265.54,0.9,505,2025-04-30 21:11:11,672.26,0.06
9,running,172.66,0.62,0,2025-04-30 21:11:11,701.34,0.06
10,running,208.2,0.9,877,2025-04-30 21:11:11,692.79,0.06
1,running,234.3,0.9,776,2025-04-30 21:11:21,748.68,0.07
2,running,169.09,0.67,0,2025-04-30 21:11:21,729.96,0.07
3,running,115.38,0.9,480,2025-04-30 21:11:21,745.41,0.07
4,running,277.49,0.9,741,2025-04-30 21:11:21,779.37,0.07
5,running,60,0.57,0,2025-04-30 21:11:21,689.82,0.06
6,running,142.56,0.9,1903,2025-04-30 21:11:21,766.87,0.06
7,running,88.79,0.36,80,2025-04-30 21:11:21,676.24,0.06
8,running,234.37,0.9,1335,2025-04-30 21:11:21,672.26,0.06
9,idle,60.0,0.2,0,2025-04-30 21:11:21,701.34,0.06
10,running,166.3,0.9,1861,2025-04-30 21:11:21,692.8,0.07
1,idle,60.0,0.2,0,2025-04-30 21:11:31,748.68,0.07
2,running,257.0,0.9,243,2025-04-30 21:11:31,729.96,0.07
3,running,204.81,0.9,1328,2025-04-30 21:11:31,745.41,0.07
4,running,300,0.86,216,2025-04-30 21:11:31,779.37,0.07
5,running,113.85,0.78,480,2025-04-30 21:11:31,689.82,0.06
6,running,206.69,0.9,1030,2025-04-30 21:11:31,766.88,0.07
7,running,170.08,0.7,0,2025-04-30 21:11:31,676.24,0.06
8,running,300,0.9,2040,2025-04-30 21:11:31,672.27,0.07
9,running,60,0.47,532,2025-04-30 21:11:31,701.35,0.07
10,idle,60.0,0.2,0,2025-04-30 21:11:31,692.8,0.07
1,running,60,0.69,0,2025-04-30 21:11:41,748.68,0.07
2,running,269.75,0.9,20,2025-04-30 21:11:41,729.96,0.07
3,running,269.39,0.9,1547,2025-04-30 21:11:41,745.41,0.07
4,idle,60.0,0.2,0,2025-04-30 21:11:41,779.37,0.07
5,idle,60.0,0.2,0,2025-04-30 21:11:41,689.82,0.06
6,running,294.72,0.9,1638,2025-04-30 21:11:41,766.88,0.07
7,running,220.1,0.77,0,2025-04-30 21:11:41,676.25,0.07
8,running,288.82,0.9,2509,2025-04-30 21:11:41,672.27,0.07
9,idle,60.0,0.2,0,2025-04-30 21:11:41,701.35,0.07
10,error,60.0,0.2,0,2025-04-30 21:11:41,692.8,0.07
1,idle,60.0,0.2,0,2025-04-30 21:11:51,748.68,0.07
2,running,300,0.9,0,2025-04-30 21:11:51,729.96,0.07
3,running,300,0.9,2116,2025-04-30 21:11:51,745.41,0.07
4,idle,60.0,0.2,0,2025-04-30 21:11:51,779.37,0.07
5,running,60,0.24,0,2025-04-30 21:11:51,689.82,0.06
6,running,300,0.9,1616,2025-04-30 21:11:51,766.88,0.07
7,running,235.12,0.9,0,2025-04-30 21:11:51,676.25,0.07
8,running,242.06,0.9,2116,2025-04-30 21:11:51,672.27,0.07
9,running,68.64,0.62,0,2025-04-30 21:11:51,701.35,0.07
10,running,87.48,0.65,193,2025-04-30 21:11:51,692.8,0.07
1,running,91.79,0.2,0,2025-04-30 21:12:01,748.68,0.07
2,running,269.85,0.9,0,2025-04-30 21:12:01,729.97,0.08
3,idle,60.0,0.2,0,2025-04-30 21:12:01,745.41,0.07
4,idle,60.0,0.2,0,2025-04-30 21:12:01,779.37,0.07
5,running,139.45,0.71,0,2025-04-30 21:12:01,689.83,0.07
6,running,294.63,0.9,925,2025-04-30 21:12:01,766.88,0.07
7,idle,60.0,0.2,0,2025-04-30 21:12:01,676.25,0.07
8,running,268.24,0.9,1841,2025-04-30 21:12:01,672.27,0.07
9,running,93.06,0.9,0,2025-04-30 21:12:01,701.35,0.07
10,idle,60.0,0.2,0,2025-04-30 21:12:01,692.8,0.07
1,error,60.0,0.2,0,2025-04-30 21:12:11,748.68,0.07
2,running,297.58,0.9,0,2025-04-30 21:12:11,729.97,0.08
3,running,138.7,0.27,933,2025-04-30 21:12:11,745.42,0.08
4,running,74.57,0.15,0,2025-04-30 21:12:11,779.38,0.08
5,running,178.18,0.9,0,2025-04-30 21:12:11,689.83,0.07
6,running,300,0.9,1422,2025-04-30 21:12:11,766.89,0.08
7,running,108.64,0.54,648,2025-04-30 21:12:11,676.25,0.07
8,idle,60.0,0.2,0,2025-04-30 21:12:11,672.27,0.07
9,error,60.0,0.2,0,2025-04-30 21:12:11,701.35,0.07
10,idle,60.0,0.2,0,2025-04-30 21:12:11,692.8,0.07
1,running,60,0.56,0,2025-04-30 21:12:21,748.69,0.08
2,idle,60.0,0.2,0,2025-04-30 21:12:21,729.97,0.08
3,running,216.43,0.54,1915,2025-04-30 21:12:21,745.42,0.08
4,running,74.62,0.23,536,2025-04-30 21:12:21,779.38,0.08
5,running,156.06,0.9,0,2025-04-30 21:12:21,689.83,0.07
6,running,254.08,0.9,1528,2025-04-30 21:12:21,766.89,0.08
7,idle,60.0,0.2,0,2025-04-30 21:12:21,676.25,0.07
8,running,65.3,0.62,874,2025-04-30 21:12:21,672.28,0.08
9,running,78.35,0.51,978,2025-04-30 21:12:21,701.35,0.07
10,idle,60.0,0.2,0,2025-04-30 21:12:21,692.8,0.07
1,running,60,0.67,0,2025-04-30 21:12:31,748.69,0.08
2,running,80.92,0.26,0,2025-04-30 21:12:31,729.97,0.08
3,idle,60.0,0.2,0,2025-04-30 21:12:31,745.42,0.08
4,running,60,0.21,1484,2025-04-30 21:12:31,779.38,0.08
5,running,162.51,0.9,634,2025-04-30 21:12:31,689.83,0.07
6,idle,60.0,0.2,0,2025-04-30 21:12:31,766.89,0.08
7,running,67.66,0.35,0,2025-04-30 21:12:31,676.25,0.07
8,running,60,0.77,1104,2025-04-30 21:12:31,672.28,0.08
9,idle,60.0,0.2,0,2025-04-30 21:12:31,701.35,0.07
10,running,75.34,0.62,412,2025-04-30 21:12:31,692.8,0.07
1,running,60,0.9,631,2025-04-30 21:12:41,748.69,0.08
2,running,115.3,0.25,0,2025-04-30 21:12:41,729.98,0.09
3,running,107.83,0.32,0,2025-04-30 21:12:41,745.42,0.08
4,running,112.46,0.57,492,2025-04-30 21:12:41,779.39,0.09
5,running,118.32,0.9,457,2025-04-30 21:12:41,689.84,0.08
6,running,119.02,0.62,517,2025-04-30 21:12:41,766.89,0.08
7,idle,60.0,0.2,0,2025-04-30 21:12:41,676.25,0.07
8,idle,60.0,0.2,0,2025-04-30 21:12:41,672.28,0.08
9,error,60.0,0.2,0,2025-04-30 21:12:41,701.35,0.07
10,error,60.0,0.2,0,2025-04-30 21:12:41,692.8,0.07
1,running,60,0.9,613,2025-04-30 21:12:51,748.7,0.09
2,running,107.55,0.23,0,2025-04-30 21:12:51,729.98,0.09
3,idle,60.0,0.2,0,2025-04-30 21:12:51,745.42,0.08
4,running,162.01,0.69,0,2025-04-30 21:12:51,779.39,0.09
5,idle,60.0,0.2,0,2025-04-30 21:12:51,689.84,0.08
6,running,109.54,0.9,0,2025-04-30 21:12:51,766.9,0.09
7,running,122.95,0.42,294,2025-04-30 21:12:51,676.26,0.08
8,running,60,0.5,630,2025-04-30 21:12:51,672.28,0.08
9,running,60,0.46,0,2025-04-30 21:12:51,701.36,0.08
10,idle,60.0,0.2,0,2025-04-30 21:12:51,692.8,0.07
1,running,127.14,0.9,1409,2025-04-30 21:13:01,748.7,0.09
2,running,155.68,0.51,0,2025-04-30 21:13:01,729.98,0.09
3,error,60.0,0.2,0,2025-04-30 21:13:01,745.42,0.08
4,running,180.34,0.9,0,2025-04-30 21:13:01,779.39,0.09
5,running,149.38,0.25,952,2025-04-30 21:13:01,689.84,0.08
6,idle,60.0,0.2,0,2025-04-30 21:13:01,766.9,0.09
7,running,125.51,0.62,555,2025-04-30 21:13:01,676.26,0.08
8,error,60.0,0.2,0,2025-04-30 21:13:01,672.28,0.08
9,running,151.42,0.62,847,2025-04-30 21:13:01,701.36,0.08
10,running,134.63,0.16,0,2025-04-30 21:13:01,692.8,0.07
1,idle,60.0,0.2,0,2025-04-30 21:13:11,748.7,0.09
2,running,226.55,0.8,0,2025-04-30 21:13:11,729.98,0.09
3,running,75.62,0.59,247,2025-04-30 21:13:11,745.43,0.09
4,running,182.55,0.9,623,2025-04-30 21:13:11,779.39,0.09
5,idle,60.0,0.2,0,2025-04-30 21:13:11,689.84,0.08
6,running,68.45,0.4,340,2025-04-30 21:13:11,766.9,0.09
